"Epic","ID","Rol","Historia","Reglas de negocio","Estado","Trazabilidad","Tests","Notas"
"RESERVACIÓN","HU-222","Admin","Como administrador quiero asignar por separado conductor, guía, greeter y vehículo a un servicio","• Cada asignación independiente (driverId/guideId/greeterId/vehicleId/serviceCustomerId)
• Asignar chofer auto-transiciona pending→assigned; quitarlo revierte a pending","✅ En producción","ReservationController.assignEmployee · PUT /api/reservations/:id/services/:serviceId/assign","tests/integration/api/reservations.test.js","Detalle fino de HU-029"
"RESERVACIÓN","HU-223","Admin","Como administrador quiero asignar varios vehículos extra a un mismo servicio","• extraAssignments[] con {vehicleId, segmentId, segmentName, segmentColor}
• El vehículo principal queda en assignedVehicle; estos son adicionales","✅ En producción","ReservationController.assignEmployee (extraAssignments)","tests/integration/api/reservations.test.js","Para servicios que requieren más de un vehículo"
"RESERVACIÓN","HU-224","Sistema","Como sistema quiero gestionar las transiciones de estado del servicio y recalcular el de la reservación","• Estados servicio: pending/assigned/in_progress/completed/cancelled/confirmed/hold
• Recalcula reservación: preserva confirmed/hold salvo que todos completed; alguno in_progress→in_progress; todos assigned→assigned","✅ En producción","ReservationController.updateServiceStatus/updateReservationStatus · PATCH /api/reservations/:id/services/:serviceId/status","tests/integration/api/reservations.test.js","Detalle fino de HU-032"
"RESERVACIÓN","HU-225","Admin","Como administrador quiero asignación inteligente/automática de vehículos según horarios","• Sugerir/asignar vehículo disponible validando que no haya conflicto de horario, priorizando el tipo de vehículo requerido","🔴 No iniciado","(no existe; requiere manejar horarios de cada vehículo)","—","Pendiente del Excel ('automatizar la asignación de vehículos de manera inteligente')"
"RESERVACIÓN","HU-226","Admin","Como administrador quiero notas por servicio visibles a agentes con notificación al enviar un set de cambios","• El modelo ReservationService tiene notes
• Falta endpoint para editarlas y notificación (email/app) a los asignados al mandar un set de cambios","🔴 No iniciado","ReservationService.notes (modelo) · endpoint y notificación faltan","—","Pendiente del Excel (notas de servicio + envío de cambios con correo/notificación)"
"RESERVACIÓN","HU-227","Admin","Como administrador quiero exportar el formato de reserva con posibilidad de enviarlo por correo","• Exportar la reserva (PDF/Excel) con datos de cliente/servicios/totales y opción de envío por correo","🔴 No iniciado","(no existe endpoint de exportación en reservationRoutes)","—","Pendiente del Excel ('Exportar formato de reserva y posibilidad de envío de correos')"
"RESERVACIÓN","HU-228","Admin","Como administrador quiero exportar la relación de servicios de una reserva","• Reporte tabular: fecha, servicio, chofer, guía, vehículo, greeter, notas, estado","🔴 No iniciado","(no existe endpoint de relación de servicios)","—","Pendiente del Excel ('Exportar relación de servicios')"
"RESERVACIÓN","HU-229","Admin","Como administrador quiero cambiar el diseño/layout de la reserva para administrador","• Mostrar/ocultar y ordenar campos por rol; persistir en settings y aplicar en la vista de reserva","🟡 En progreso","SettingsController (marco existe; layout de reserva pendiente)","—","Pendiente del Excel ('Cambiar el diseño a administrador')"
"RESERVACIÓN","HU-230","Chofer","Como chofer quiero acceder y actualizar mis reservaciones asignadas","• Ver solo sus servicios asignados y actualizar estado/notas propias","🟡 En progreso","ReservationController (asignación) · DriverController.trips (stub)","—","Pendiente del Excel ('Acceso a choferes: actualizar reservaciones'); backend parcial"
"SERVICIOS Y POIs","HU-231","Admin","Como administrador quiero crear un POI con nombre único","• Nombre requerido (1-280), único case-insensitive (409 si duplica)
• Asociado a un tipo de servicio activo
• active/exists true","✅ En producción","POIController.createPOI · POI.validate/isNameUnique · POST /api/pois","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-232","Admin","Como administrador quiero editar un POI revalidando unicidad","• 404 si no existe
• Revalida unicidad del nombre excluyendo el actual
• Verifica que el serviceType esté activo","✅ En producción","POIController.updatePOI · PUT /api/pois/:id","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-233","Admin","Como administrador quiero activar/desactivar un POI con auditoría","• active booleano requerido
• exists permanece true
• Audita id/email/usuario","✅ En producción","POIController.togglePOIStatus · PATCH /api/pois/:id/toggle-status","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-234","Admin","Como administrador quiero eliminar un POI de forma lógica","• Soft-delete exists=false, active=false
• Preserva auditoría
• No aparece en activos","✅ En producción","POIController.deletePOI · DELETE /api/pois/:id","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-235","Admin","Como administrador quiero crear un tipo de servicio con nombre único","• Nombre requerido (máx 280), único (409)
• No permite nombres reservados (Aeropuerto/Punto a Punto/Local/Tours)","✅ En producción","ServiceTypeController.createServiceType · POST /api/service-types","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-236","Sistema","Como sistema quiero proteger los tipos de servicio predefinidos","• Bloquea editar/renombrar a Aeropuerto/Punto a Punto/Local/Tours (403/400)
• La protección de borrado se delega al servicio","🟡 En progreso","ServiceTypeController.updateServiceType/deleteServiceType","—","Protección de edición confirmada; la de borrado está delegada y sin verificar"
"SERVICIOS Y POIs","HU-237","Admin","Como administrador quiero crear un servicio (ruta) con validación","• Destino obligatorio, origen opcional
• origen≠destino si ambos
• Rechaza ruta duplicada (409) por origen/destino/vehículo/rate","✅ En producción","ServicesController.createService · Service.validate/findByRoute · POST /api/services-new","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-238","Admin","Como administrador quiero editar un servicio (duración de ruta y nota)","• 404 si no existe
• Destino obligatorio; origen opcional; origen≠destino
• routeDuration entero positivo opcional
• note sin límite","✅ En producción","ServicesController.updateService · PUT /api/services-new/:id","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-239","Admin","Como administrador quiero activar/desactivar y eliminar servicios","• Toggle cambia solo active (exists=true)
• Soft-delete exists=false/active=false
• Auditado","✅ En producción","ServicesController.toggleServiceStatus/deleteService","—","Deep-dive catálogo"
"SERVICIOS Y POIs","HU-240","Admin","Como administrador quiero ver el detalle de un servicio con su precio","• 404 si no existe
• Incluye origin/destination POI, vehicleType, rate
• Calcula precio desde RatePrices","✅ En producción","ServicesController.getServiceById · GET /api/services/:id","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-241","Admin","Como administrador quiero crear un tour (destino, duración, vehículo, tarifa, precio)","• Requeridos: destinationPOI, time(min)>0, vehicleType, rate, price>0
• Crea TourPrice
• active/exists true","✅ En producción","ToursController.createTour · POST /api/tours","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-242","Admin","Como administrador quiero editar un tour","• Edita destino/duración/vehículo/notas
• Mantiene exists=true
• Auditado","✅ En producción","ToursController.updateTour · PUT /api/tours/:id","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-243","Admin","Como administrador quiero marcar un tour como walking (a pie)","• isWalkingTour distingue a pie vs vehículo
• Filtrado por tourType=walking|vehicle funciona","✅ En producción","Tour.js (isWalkingTour) · ToursController.getTours","—","El flag se usa en filtro; su validación en create/edit no está documentada"
"TOURS Y EXPERIENCIAS","HU-244","Admin","Como administrador quiero definir la disponibilidad del tour por día y horario","• Campos de disponibilidad (legacy availableDays/startTime/endTime y nuevo availability[]) en el modelo","🔴 No iniciado","Tour.js (campos existen) · ToursController.createTour/updateTour (sin lógica) · tours-availability.test.js (skipped)","—","Gap real: los controllers no guardan/retornan disponibilidad; tests skipped"
"TOURS Y EXPERIENCIAS","HU-245","Admin","Como administrador quiero gestionar la galería de imágenes de tours","• Upload S3 (JPEG/PNG/WebP, 250MB)
• Variantes AVIF/WebP/JPEG
• displayOrder; reordenar; soft-delete","✅ En producción","TourImageController.uploadImage/reorderImages/deleteImage · /api/tours/:id/images","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-246","Admin","Como administrador quiero activar/desactivar y eliminar tours","• Toggle solo active (exists=true)
• Soft-delete exists=false/active=false","✅ En producción","ToursController.toggleTourStatus/deleteTour","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-247","Admin","Como administrador quiero crear una experiencia con tipo y paquetes anidados","• type Experience/Provider/Establishment
• Puede incluir experiences[]/tours[]/providerExperiences[] (máx 20 c/u, total ≤30)
• cost>0","✅ En producción","ExperienceController.createExperience/validateExperienceArrays · POST /api/experiences","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-248","Admin","Como administrador quiero editar una experiencia con versionado de precio","• Edita campos y relaciones anidadas
• Al cambiar cost crea nueva versión (valid_until)","🟡 En progreso","ExperienceController.updateExperience/updateExperienceRelationships","—","Update base ✅; el versionado de precio está poco documentado"
"TOURS Y EXPERIENCIAS","HU-249","Admin","Como administrador quiero ver las dependencias antes de eliminar una experiencia","• Lista las experiencias que la incluyen como sub-item para evitar referencias rotas","✅ En producción","ExperienceController.checkDependencies · GET /api/experiences/:id/dependencies","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-250","Admin","Como administrador quiero gestionar la galería de imágenes de experiencias","• Upload S3 con optimización; marcar principal; soft-delete (hasta 10 archivos)","✅ En producción","ExperienceImageController · POST/DELETE /api/experiences/:id/images","—","Deep-dive catálogo"
"TOURS Y EXPERIENCIAS","HU-251","Admin","Como administrador quiero gestionar experiencias por proveedor con reordenamiento","• CRUD scoped al providerId
• Reordenar por displayOrder
• Valida pertenencia al proveedor","✅ En producción","ProviderExperienciaController.create/update/delete/reorder · /api/providers/:providerId/experiencias","—","Deep-dive catálogo"
"VEHÍCULOS Y FLOTA","HU-252","Admin","Como administrador quiero crear un vehículo con validaciones exhaustivas","• Placa única (case-insensitive)
• VIN 17 chars sin I/O/Q único
• año 1990-próximo
• capacidad 1-100
• maintenanceStatus enum
• rate opcional solo si activa","✅ En producción","VehicleController.createVehicle · Vehicle.validate · POST /api/vehicles","tests/integration/api/vehicles-with-rates.test.js","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-253","Admin","Como administrador quiero editar un vehículo revalidando cada campo","• Revalida unicidad de placa/VIN si cambian
• Verifica VehicleType y Rate activa
• Permite quitar rate (null)","✅ En producción","VehicleController.updateVehicle · PUT /api/vehicles/:id","—","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-254","Admin","Como administrador quiero eliminar un vehículo validando que no tenga reservas activas","• Soft-delete exists=false/active=false","🟡 En progreso","VehicleController.deleteVehicle (TODO: validar bookings activos)","—","Gap real: hoy borra sin validar reservas activas (TODO en código)"
"VEHÍCULOS Y FLOTA","HU-255","Admin","Como administrador quiero crear tipos de vehículo con validación de código","• name y code requeridos
• code lowercase [a-z0-9_-]
• defaultCapacity 1-100, trunkCapacity 0-50, sortOrder≥0","✅ En producción","VehicleTypeController.createVehicleType · Vehicle Type.validate","tests/unit/services/VehicleTypeService.test.js","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-256","Admin","Como administrador quiero activar/desactivar tipos de vehículo y tener seeding por defecto","• Toggle active
• Seeding: Sedan/SUV/Van/Bus/Limousine","✅ En producción","VehicleTypeController.toggleVehicleTypeStatus","tests/unit/controllers/api/VehicleTypeController.test.js","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-257","Admin","Como administrador quiero subir imágenes de vehículo a S3 con optimización","• Multer memory (250MB, JPG/PNG/WEBP)
• Variantes AVIF/WEBP/JPEG
• Primera = principal
• Logging PCI","✅ En producción","VehicleImageController.uploadImage · POST /api/vehicles/:id/images","tests/integration/api/vehicle-images-s3.test.js","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-258","Admin","Como administrador quiero subir varias imágenes de vehículo en lote","• Hasta 10 archivos por request
• Mismo flujo de optimización/orden/principal","✅ En producción","VehicleImageController (multer array) · POST /api/vehicles/:id/images","—","Deep-dive flota (sin test de batch)"
"VEHÍCULOS Y FLOTA","HU-259","Admin","Como administrador quiero marcar la imagen principal del vehículo","• Desmarca la anterior y marca la nueva (isPrimary)","✅ En producción","VehicleImageController.setPrimary · PATCH /api/vehicles/:id/images/:imageId/primary","—","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-260","Admin","Como administrador quiero reordenar y eliminar imágenes del vehículo","• Reordena displayOrder
• Soft-delete reasigna principal a la siguiente
• Mueve a carpeta deleted/ en S3","✅ En producción","VehicleImageController.reorderImages/deleteImage","tests/integration/api/vehicle-images-s3.test.js","Deep-dive flota"
"VEHÍCULOS Y FLOTA","HU-261","Sistema","Como sistema quiero normalizar la fecha de vencimiento del seguro a fin de día UTC","• insuranceExpiry (YYYY-MM-DD) → fin de día UTC al guardar; ISO al leer","✅ En producción","VehicleController (create/update) · Vehicle.setInsuranceExpiry","—","Deep-dive flota"
"CLIENTES Y AGENCIAS","HU-262","Admin","Como administrador quiero crear una agencia con formulario completo","• Requeridos firstName/lastName/email/companyName/password (12+ compleja)
• Crea AmexingUser role=department_manager, organizationId=client
• bcrypt","✅ En producción","ClientsController.createClient · POST /api/clients","tests/unit/controllers/api/ClientsController.test.js","Deep-dive clientes"
"CLIENTES Y AGENCIAS","HU-263","Admin","Como administrador quiero CRUD completo de clientes directos de Amexing","• Lista/detalle/edición con dirección estructurada o legacy
• clientBelongsTo=amexing
• Tom Select para dropdowns","✅ En producción","ClientsController.getAmexingDirectClients/getClientById/updateClient","tests/unit/controllers/api/ClientsController.test.js","Deep-dive clientes"
"CLIENTES Y AGENCIAS","HU-264","Admin","Como administrador quiero gestionar departamentos dentro de un cliente","• Department con clientId, name, managerId, budget, costCenter
• create/get/update en el modelo","🟡 En progreso","Client.createDepartment/getDepartments · Department.js","—","Gap: métodos del modelo existen pero los endpoints REST no están expuestos"
"CLIENTES Y AGENCIAS","HU-265","Admin","Como administrador quiero asignar/remover el manager de un departamento","• assignManager escala a department_manager; removeManager puede degradar a employee; updateBudget con auditoría","🟡 En progreso","Department.assignManager/removeManager/updateBudget","—","Gap: métodos existen, rutas no expuestas"
"CLIENTES Y AGENCIAS","HU-266","Admin","Como administrador quiero promover un agente a manager intercambiando datos","• Swap de firstName/lastName/email/phone entre agente y manager
• Opción de preservar al manager anterior
• Ambos re-loguean","✅ En producción","ClientEmployeesController.assignAsManager · DepartmentManagerSwapService · POST /api/clients/:clientId/employees/assign-manager","—","Deep-dive clientes"
"CLIENTES Y AGENCIAS","HU-267","Admin","Como administrador quiero resetear la contraseña de un cliente de forma segura","• Genera 12 chars (may/min/dígito/especial)
• bcrypt
• Resetea intentos/lock
• Log con IP/UA/adminId","✅ En producción","ClientsController.resetClientPassword · POST /api/clients/:id/reset-password","—","Deep-dive clientes"
"CLIENTES Y AGENCIAS","HU-268","Sistema","Como sistema quiero auto-aprovisionar empleados de cliente vía OAuth por dominio","• Si autoProvisionEmployees y el email coincide con oauthDomain, crea/reactiva el usuario con defaultEmployeeRole y registra el proveedor","✅ En producción","Client.autoProvisionEmployee","—","Deep-dive clientes (SSO corporativo)"
"CLIENTES Y AGENCIAS","HU-269","Admin","Como administrador quiero crear sub-clientes rápido o asignados a una empresa","• quick create (mínimos) hereda ownerType
• admin-create-subclient asigna ownedBy=enterpriseId (valida que exista/activo)","✅ En producción","OwnedClientsController.createQuickOwnedClient/adminCreateSubClient","—","Deep-dive clientes"
"CLIENTES Y AGENCIAS","HU-270","Admin","Como administrador quiero ver estadísticas de cliente y departamento","• Cliente: #departamentos, #empleados, #órdenes activas
• Departamento: presupuesto usado/restante, utilización %, #miembros","🟡 En progreso","Client.getStatistics · Department.getStatistics","—","Métodos del modelo existen; endpoint/dashboard por exponer"
"CLIENTES Y AGENCIAS","HU-271","Sistema","Como sistema quiero soportar dirección legacy y estructurada de clientes","• Legacy {street,city,state,zip,country} y nuevo {streetType,streetName,exterior,interior,colonia,...}
• Merge parcial en update","✅ En producción","Client.create · ClientsController.processAddressData","—","Deep-dive clientes"
"PERSONAL Y NÓMINA","HU-272","Admin","Como administrador quiero subir y quitar la foto de perfil de un empleado","• Upload optimizado a S3 (webp/jpeg)
• removePhoto limpia url/s3Key/optimization","✅ En producción","EmployeesController.createEmployee/updateEmployee (profilePhoto)","tests/integration/api/employees.test.js","Deep-dive personal"
"PERSONAL Y NÓMINA","HU-273","Chofer","Como chofer quiero ver mi perfil y estadísticas en el dashboard","• Dashboard de chofer con viajes hoy/semana/mes, ganancias, rating, completionRate","🟡 En progreso","DriverController.index/getDriverStats","—","Las estadísticas son MOCK; faltan queries reales a la BD"
"PERSONAL Y NÓMINA","HU-274","Chofer","Como chofer quiero ver y actualizar el estado de mis viajes asignados","• Listar viajes propios con filtros; actualizar estado (in_progress→completed)","🔴 No iniciado","DriverController.trips (placeholder, retorna [])","—","Gap real: endpoint placeholder sin lógica de consulta a reservaciones"
"PERSONAL Y NÓMINA","HU-275","Sistema","Como sistema quiero calcular las ganancias/comisiones del chofer desde los viajes completados","• Agregar comisiones de servicios completados por chofer por periodo","🔴 No iniciado","DriverController.earnings (placeholder)","—","Gap real: no existe lógica de cálculo de comisiones"
"PERSONAL Y NÓMINA","HU-276","Admin","Como administrador quiero gestionar los métodos de pago de empleados/choferes","• PaymentInfo: paymentMethod (invoice/card/bank_transfer), paymentTerms (0/7/15/30/60/90)
• Soft-delete","✅ En producción","PaymentInfo.js (CRUD) · /api/payment-info","tests/integration/api/billing.test.js","Deep-dive personal"
"FACTURACIÓN","HU-277","Sistema","Como sistema quiero autocompletar la factura cuando se suben XML y PDF","• Si tras la subida existen xmlFileS3Key y pdfFileS3Key, marca completed con número AUTO-{id}-{timestamp}","✅ En producción","InvoiceController.uploadInvoiceFile (auto-complete)","tests/integration/api/invoices.test.js","Deep-dive facturación"
"FACTURACIÓN","HU-278","Usuario","Como usuario quiero guardar mis datos de facturación legacy en mi perfil","• billingInfo en AmexingUser
• Valida RFC (regex) y código postal (5 dígitos)
• Admin puede ver el de cualquier usuario","✅ En producción","BillingController.saveBillingInfo/getBillingInfo/getUserBillingInfo · /api/billing","tests/integration/api/billing.test.js","Capa legacy junto a BillingProfile (HU-078)"
"CANCELACIONES","HU-279","Admin","Como administrador quiero que las cancelaciones con +24h se apliquen directo con cascada","• ≥24h antes del evento cancela la quote (cancellationType=direct) sin solicitud
• Cascada: cancela Reservation + ReservationServices","✅ En producción","CancellationRequestsController.cancelQuoteDirectly · POST /api/cancellation-requests","—","Deep-dive cancelaciones (regla 24h)"
"CANCELACIONES","HU-280","Sistema","Como sistema quiero impedir revisar dos veces una solicitud ya resuelta","• Solo transición pending→approved|rejected
• Si status≠pending devuelve 400","✅ En producción","CancellationRequestsController.reviewCancellationRequest","—","Deep-dive cancelaciones"
"CANCELACIONES","HU-281","Sistema","Como sistema quiero calcular horas antes del evento y mostrar urgencia","• hoursBeforeEvent desde serviceItems.days[0].date
• Badges de urgencia (rojo <12h, naranja <24h)","✅ En producción","CancellationRequest.calculateHoursBeforeEvent/requiresApproval","—","Deep-dive cancelaciones"
"CANCELACIONES","HU-282","Sistema","Como sistema quiero notificar al cliente y admin al aprobar/rechazar una cancelación","• Enviar email/notificación en la resolución de la solicitud","🔴 No iniciado","(no hay evidencia de notificación en aprobación/rechazo)","—","Gap real: las solicitudes se resuelven sin notificar"
"CANCELACIONES","HU-283","Sistema","Como sistema quiero procesar el reembolso de una cancelación aprobada","• refundAmount y cancellationFee se guardan pero deben ejecutar un reembolso real","🔴 No iniciado","(refundAmount/cancellationFee se almacenan, no se procesan)","—","Gap real: no hay integración de procesamiento de reembolsos"
"USUARIOS, ROLES Y PERMISOS","HU-284","Superadmin","Como superadmin quiero consultar roles y editar solo el nombre visible","• GET lista/detalle de roles (solo superadmin)
• PUT solo displayName
• No hay create/delete (roles de sistema)","✅ En producción","RolesController.getRoles/getRoleById/updateRole · /api/roles","tests/unit/controllers/api/RolesController.test.js","Deep-dive RBAC"
"USUARIOS, ROLES Y PERMISOS","HU-285","Admin","Como administrador quiero gestionar usuarios internos de Amexing con restricción de rol","• CRUD de usuarios amexing (nivel 6+)
• Admin crea admin/employee_amexing/driver; solo superadmin crea superadmin
• Scope organizationId=amexing","✅ En producción","AmexingUsersController (CRUD) · /api/amexingusers","—","Deep-dive RBAC"
"USUARIOS, ROLES Y PERMISOS","HU-286","Gerente","Como gerente quiero revocar y extender delegaciones de permisos con auditoría","• revoke (status=revoked, revokedBy/At, motivo)
• extend (nuevo validUntil + extensionHistory)","🟡 En progreso","DelegatedPermission.revoke/extend (modelo)","tests/unit/models/DelegatedPermission.test.js","Modelo soporta los campos; los endpoints de revoke/extend están por exponer"
"USUARIOS, ROLES Y PERMISOS","HU-287","Admin","Como administrador quiero buscar usuarios por email/nombre con filtros","• Búsqueda parcial case-insensitive (email/nombre/apellido/username) + filtros rol/estado + paginación","🟡 En progreso","UserManagementController.searchUsers · GET /api/users/search","—","Endpoint existe; cobertura de pruebas por completar"
"USUARIOS, ROLES Y PERMISOS","HU-288","Admin","Como administrador quiero ver estadísticas de usuarios","• total, activos, nuevos del mes, pendientes de verificación, distribución por rol, tendencia mensual","🟡 En progreso","UserManagementController.getUserStatistics · GET /api/users/statistics","—","Endpoint existe; lógica de cálculo por completar"
"USUARIOS, ROLES Y PERMISOS","HU-289","Usuario","Como usuario quiero verificar mi correo mediante un enlace con token","• emailVerified=false al crear
• emailVerificationToken
• Verificar pone emailVerified=true","🟡 En progreso","AmexingUser (campos emailVerified/token) · flujo de verificación","—","Campos existen; el endpoint/flujo de verificación está por completar"
"AUDITORÍA Y CUMPLIMIENTO","HU-290","Sistema","Como sistema quiero extraer los cambios (antes/después) en cada modificación","• extractChanges compara dirty fields vs serverData
• Omite password/sessionToken/authData/ACL
• CREATE guarda objeto completo","✅ En producción","auditTrailHooks.extractChanges","—","Deep-dive auditoría"
"AUDITORÍA Y CUMPLIMIENTO","HU-291","Sistema","Como sistema quiero atribuir cada acción a un usuario (contexto)","• extractUserContext en cascada (AsyncLocalStorage→headers→request.user→sessionToken→masterKey)
• Fallback system/anonymous","🟡 En progreso","auditTrailHooks.extractUserContext","—","AsyncLocalStorage no opera en cloud hooks; los headers requieren middleware adicional"
"AUDITORÍA Y CUMPLIMIENTO","HU-292","Sistema","Como oficial de cumplimiento quiero auditar el acceso de LECTURA a datos sensibles (PCI 10.2.1)","• Helpers logReadAccess/logBulkReadAccess para AmexingUser/Client/Employee/Driver/Payment/Transaction/AuditLog","🔴 No iniciado","auditHelper.logReadAccess (helpers) · auditTrailHooks.afterFindHook (deshabilitado)","—","Gap real: los afterFind hooks están deshabilitados (sin contexto de usuario) y los helpers NO se invocan desde los controllers"
"AUDITORÍA Y CUMPLIMIENTO","HU-293","Superadmin","Como superadmin quiero una política de retención y archivado de logs de auditoría","• Definir tiempo de retención y purga/archivado automático (PCI 10.7)","🔴 No iniciado","(no existe política ni job de retención)","—","Gap real: sin política de retención definida"
"AUDITORÍA Y CUMPLIMIENTO","HU-294","Sistema","Como sistema quiero validar email único y registrar intentos duplicados","• beforeSave valida formato y unicidad de email
• Log de seguridad DUPLICATE_EMAIL_ATTEMPT (email enmascarado)","✅ En producción","auditTrailHooks.beforeSaveHook (validación de email)","—","Deep-dive auditoría"
"REPORTES Y ANALÍTICA","HU-295","Admin","Como administrador quiero que el tarifario aplique overrides de cliente por sección","• En traslados/tours busca ClientPrices por `${itemId}-${rateId}-${vehicleTypeId}` y usa su precio; si no, el precio base","✅ En producción","TarifarioExportService (lookup de ClientPrices por sección)","—","Detalle fino de HU-110"
"REPORTES Y ANALÍTICA","HU-296","Admin","Como administrador quiero que el tarifario exportado tenga el branding de Amexing","• Encabezado con logo (AVIF→PNG), nombre/dirección/contacto, colores corporativos, formato de moneda por locale (es-MX/en-US)","✅ En producción","TarifarioExportService (Excel ExcelJS / PDF PDFKit)","—","Detalle fino de HU-110"
"NOTIFICACIONES","HU-297","Sistema","Como sistema quiero un fallback SMTP si MailerSend falla","• sendViaSmtp con Nodemailer (EMAIL_HOST/PORT/USER/PASS)
• Registra status sent_smtp/failed_smtp en EmailLog","✅ En producción","EmailService.sendViaSmtp","—","Deep-dive notificaciones (resiliencia)"
"NOTIFICACIONES","HU-298","Admin","Como administrador quiero reenviar un correo desde el registro de auditoría","• resendEmail toma el EmailLog original y reenvía con prefijo [Reenvío]
• Guarda resendFrom/resendAt en metadata","✅ En producción","EmailService.resendEmail","—","Deep-dive notificaciones"
"NOTIFICACIONES","HU-299","Admin","Como administrador quiero consultar el historial de correos de un usuario","• getByRecipient ordenado por sentAt desc, paginado
• También por email/tipo/estado/metadata","✅ En producción","EmailService.getEmailHistory · EmailLog.getByRecipient","—","Deep-dive notificaciones"
"FORMULARIOS","HU-300","Admin","Como administrador quiero deshacer/rehacer cambios en el constructor (hasta 50)","• maxHistorySize=50
• undo/redo por historyIndex
• saveHistory al agregar/duplicar/reordenar","✅ En producción","public/js/form-builder.js: saveHistory/undo/redo/restoreState","—","Deep-dive formularios"
"FORMULARIOS","HU-301","Usuario","Como usuario quiero validación de campo en tiempo real (al perder foco)","• POST /api/forms/validate-field {formId,fieldName,value}
• Devuelve {success,errors} con mensajes localizados","✅ En producción","FormController.validateField · POST /api/forms/validate-field","—","Deep-dive formularios"
"FORMULARIOS","HU-302","Admin","Como administrador quiero acciones post-envío (email/webhook/redirect)","• settings.postSubmissionActions [{type,...}]
• email/webhook son placeholder (log, sin envío real); redirect en cliente","🟡 En progreso","FormRenderer.executePostSubmissionActions/sendEmailNotification/callWebhook","—","Email/webhook son placeholder (no entregan realmente)"
"FORMULARIOS","HU-303","Admin","Como administrador quiero exportar los envíos a PDF","• Export JSON/CSV funciona; PDF devuelve placeholder 'no implementado'","🔴 No iniciado","FormRenderer.exportToPDF (placeholder)","—","Gap real: export PDF de formularios sin implementar"
"FORMULARIOS","HU-304","Sistema","Como sistema quiero validar rutas de componentes contra path traversal","• path.normalize + verifica startsWith(atomsPath)
• Lanza 'Invalid component path' si falla","✅ En producción","FormRenderer.renderComponent (validación de ruta)","—","Deep-dive formularios (seguridad)"
"SITIO PÚBLICO Y LANDING","HU-305","Visitante","Como visitante quiero leer la sección 'nuestra historia' en Nosotros","• Contenido narrativo de la historia (1994→hoy) en historia-section","🔴 No iniciado","organisms/landing/historia-section.ejs (contenido pendiente)","—","Pendiente del Excel: falta el contenido de 'nuestra historia'"
"SITIO PÚBLICO Y LANDING","HU-306","Visitante","Como visitante quiero la sección de misión con proporciones correctas","• Layout/proporciones de la sección misión/valores","🟡 En progreso","organisms/landing/about-section.ejs","—","Pendiente del Excel: arreglar proporciones de misión"
"SITIO PÚBLICO Y LANDING","HU-307","Visitante","Como visitante quiero un formulario de contacto sin el campo 'empresa'","• Quitar el campo company del formulario visible (el backend ya lo trata como opcional)","🔴 No iniciado","contacto.ejs (campo company visible) · apiController.submitContactForm","—","Pendiente del Excel: quitar empresa del formulario de contacto"
"SITIO PÚBLICO Y LANDING","HU-308","Visitante","Como visitante quiero un ícono/botón visible para cambiar de idioma","• Selector de idioma (ES/EN) visible en el navbar
• Llama GET /set-language/:lang","🟡 En progreso","landing-navigation.ejs · GET /set-language/:lang (endpoint listo)","—","Pendiente del Excel: insertar ícono de idiomas (endpoint existe)"
"SITIO PÚBLICO Y LANDING","HU-309","Visitante","Como visitante quiero las secciones de transporte/colaboraciones/certificaciones centradas","• Centrar y organizar en grid esas secciones","🟡 En progreso","organisms/landing/{transporte,colaboraciones,certificaciones}-section.ejs","—","Pendiente del Excel: centrar esas secciones"
"SITIO PÚBLICO Y LANDING","HU-310","Visitante","Como visitante quiero tipografía de marca consistente en el sitio","• Headings/acentos con las fuentes de marca (Arpona/Myriad)","🟡 En progreso","css/fonts.css · vistas públicas","—","Pendiente del Excel: unificar tipografía con el ilustrador"
"SITIO PÚBLICO Y LANDING","HU-311","Usuario","Como usuario quiero el login con la nueva paleta de colores de Amexing","• Aplicar paleta de identidad a las vistas de auth","🟡 En progreso","views/auth/*.ejs (CSS)","—","Pendiente del Excel: actualizar paleta del login"
